X,OBSERVATION,PARTICIPANT,PRETEST,PRE_FAMILIAR,AGE,GENDER,NATIONALITY,ENGLISH,POSTTEST,GENERATION,RECALL,CHAIN,CONDITION,CONDITION.2,ORDER,SOURCE,VIEW,PRESTIGE,RELEVANCE,T_RECALL,T_SOURCE
1,199,100,0,1,24,male,1,1,-1,F4,3,CH25,C2,D,FIRST,CLEANER,ANTITABLETS,2,0,131.956,24.917
2,200,100,0,1,24,male,1,1,-1,F4,1,CH25,C2,D,SECOND,PILOT,PROTABLETS,4,1,42.266,19.449
1,201,101,-3,3,28,female,1,1,-1,F1,5,CH26,C2,D,FIRST,CLEANER,ANTITABLETS,2,1,116.701,28.113
2,202,101,-3,3,28,female,1,1,-1,F1,4,CH26,C2,D,SECOND,PILOT,PROTABLETS,3,1,142.739,66.115
1,203,102,-1,2,33,male,1,1,1,F2,5,CH26,C2,D,FIRST,CLEANER,ANTITABLETS,2,1,164.639,33.237
2,204,102,-1,2,33,male,1,1,1,F2,3,CH26,C2,D,SECOND,PILOT,PROTABLETS,3,2,154.757,22.828
1,205,103,-2,2,25,female,1,1,-3,F3,5,CH26,C2,D,FIRST,CLEANER,ANTITABLETS,2,1,159.591,29.388
2,206,103,-2,2,25,female,1,1,-3,F3,2,CH26,C2,D,SECOND,PILOT,PROTABLETS,3,1,148.612,23.813
1,207,104,0,3,48,female,1,1,0,F4,5,CH26,C2,D,FIRST,CLEANER,ANTITABLETS,1,0,141.142,42.34
2,208,104,0,3,48,female,1,1,0,F4,1,CH26,C2,D,SECOND,PILOT,PROTABLETS,3,0,133.686,15.98
1,209,105,-1,3,26,male,1,1,0,F1,2,CH27,C2,D,FIRST,CLEANER,ANTITABLETS,2,1,44.351,17.903
2,210,105,-1,3,26,male,1,1,0,F1,2,CH27,C2,D,SECOND,PILOT,PROTABLETS,3,-1,18.396,17.057
1,211,106,-1,3,37,female,1,1,-1,F2,2,CH27,C2,D,FIRST,CLEANER,ANTITABLETS,2,-1,158.185,47.087
2,212,106,-1,3,37,female,1,1,-1,F2,2,CH27,C2,D,SECOND,PILOT,PROTABLETS,3,1,157.68,27.983
1,213,107,-3,3,21,male,1,1,-2,F3,2,CH27,C2,D,FIRST,CLEANER,ANTITABLETS,2,2,88.159,19.302
2,214,107,-3,3,21,male,1,1,-2,F3,1,CH27,C2,D,SECOND,PILOT,PROTABLETS,4,1,51.189,21.141
1,215,108,-3,2,47,female,1,1,-3,F4,1,CH27,C2,D,FIRST,CLEANER,ANTITABLETS,2,-2,94.06,26.97
2,216,108,-3,2,47,female,1,1,-3,F4,1,CH27,C2,D,SECOND,PILOT,PROTABLETS,4,1,49.564,17.267
1,217,109,-2,-1,53,male,1,1,-1,F1,5,CH28,C2,D,FIRST,CLEANER,ANTITABLETS,4,3,155.272,31.686
2,218,109,-2,-1,53,male,1,1,-1,F1,4,CH28,C2,D,SECOND,PILOT,PROTABLETS,4,3,164.885,23.839
1,219,110,-2,3,31,female,1,1,-3,F2,5,CH28,C2,D,FIRST,CLEANER,ANTITABLETS,3,-2,105.43,39.996
2,220,110,-2,3,31,female,1,1,-3,F2,3,CH28,C2,D,SECOND,PILOT,PROTABLETS,3,-2,90.849,26.739
1,221,111,-3,3,28,male,1,1,-3,F3,3,CH28,C2,D,FIRST,CLEANER,ANTITABLETS,1,0,144.434,26.343
2,222,111,-3,3,28,male,1,1,-3,F3,2,CH28,C2,D,SECOND,PILOT,PROTABLETS,3,0,239.778,30.525
1,223,112,-2,3,27,male,1,1,-2,F4,3,CH28,C2,D,FIRST,CLEANER,ANTITABLETS,2,0,171.851,34.629
2,224,112,-2,3,27,male,1,1,-2,F4,2,CH28,C2,D,SECOND,PILOT,PROTABLETS,3,0,98.473,38.598
1,225,113,-1,3,48,female,1,1,-1,F1,4,CH29,C2,D,FIRST,PILOT,PROTABLETS,3,1,174.102,47.897
2,226,113,-1,3,48,female,1,1,-1,F1,6,CH29,C2,D,SECOND,CLEANER,ANTITABLETS,2,0,160.805,31.819
1,227,114,-2,2,29,male,1,1,-2,F2,3,CH29,C2,D,FIRST,PILOT,PROTABLETS,3,-1,27.253,57.672
2,228,114,-2,2,29,male,1,1,-2,F2,0,CH29,C2,D,SECOND,CLEANER,ANTITABLETS,3,-1,83.294,13.088
1,229,115,0,3,38,female,1,1,0,F3,3,CH29,C2,D,FIRST,PILOT,PROTABLETS,3,0,149.666,21.084
2,230,115,0,3,38,female,1,1,0,F3,0,CH29,C2,D,SECOND,CLEANER,ANTITABLETS,3,0,152.561,14.466
1,231,116,0,3,41,female,1,1,1,F4,1,CH29,C2,D,FIRST,PILOT,PROTABLETS,3,3,51.839,111.048
2,232,116,0,3,41,female,1,1,1,F4,0,CH29,C2,D,SECOND,CLEANER,ANTITABLETS,3,3,34.253,15.867
1,233,117,-3,3,29,female,1,1,-3,F1,4,CH30,C2,D,FIRST,PILOT,PROTABLETS,4,1,151.743,23.416
2,234,117,-3,3,29,female,1,1,-3,F1,3,CH30,C2,D,SECOND,CLEANER,ANTITABLETS,2,1,198.633,21.877
1,235,118,-1,2,42,female,1,1,-1,F2,2,CH30,C2,D,FIRST,PILOT,PROTABLETS,4,1,152.051,34.796
2,236,118,-1,2,42,female,1,1,-1,F2,2,CH30,C2,D,SECOND,CLEANER,ANTITABLETS,1,1,156.072,19.361
1,237,119,-1,2,18,male,1,1,1,F3,2,CH30,C2,D,FIRST,PILOT,PROTABLETS,2,1,214.399,51.476
2,238,119,-1,2,18,male,1,1,1,F3,2,CH30,C2,D,SECOND,CLEANER,ANTITABLETS,2,-1,162.713,30.251
1,239,120,0,3,25,female,1,1,1,F4,1,CH30,C2,D,FIRST,PILOT,PROTABLETS,3,1,157.089,60.017
2,240,120,0,3,25,female,1,1,1,F4,1,CH30,C2,D,SECOND,CLEANER,ANTITABLETS,3,1,116.126,27.52
1,241,121,-3,3,20,female,1,1,-2,F1,8,CH31,C2,D,FIRST,PILOT,PROTABLETS,4,1,157.685,40.762
2,242,121,-3,3,20,female,1,1,-2,F1,7,CH31,C2,D,SECOND,CLEANER,ANTITABLETS,2,1,80.367,27.771
1,243,122,1,3,33,female,1,1,2,F2,3,CH31,C2,D,FIRST,PILOT,PROTABLETS,3,1,95.458,54.371
2,244,122,1,3,33,female,1,1,2,F2,4,CH31,C2,D,SECOND,CLEANER,ANTITABLETS,1,1,77.047,24.773
1,245,123,-3,2,48,female,1,1,0,F3,1,CH31,C2,D,FIRST,PILOT,PROTABLETS,3,1,55.751,22.771
2,246,123,-3,2,48,female,1,1,0,F3,3,CH31,C2,D,SECOND,CLEANER,ANTITABLETS,3,1,48.811,15.716
1,247,124,-3,3,31,female,1,1,-2,F4,1,CH31,C2,D,FIRST,PILOT,PROTABLETS,3,1,118.161,31.701
2,248,124,-3,3,31,female,1,1,-2,F4,3,CH31,C2,D,SECOND,CLEANER,ANTITABLETS,2,0,107.155,19.362
1,249,125,-1,3,39,female,1,1,-2,F1,6,CH32,C2,D,FIRST,PILOT,PROTABLETS,4,0,155.347,67.96
2,250,125,-1,3,39,female,1,1,-2,F1,4,CH32,C2,D,SECOND,CLEANER,ANTITABLETS,2,0,155.891,45.055
1,251,126,-2,3,47,female,1,1,-3,F2,1,CH32,C2,D,FIRST,PILOT,PROTABLETS,4,3,190.615,53.361
2,252,126,-2,3,47,female,1,1,-3,F2,2,CH32,C2,D,SECOND,CLEANER,ANTITABLETS,2,3,164.522,32.517
1,253,127,-3,3,32,female,1,1,-3,F3,1,CH32,C2,D,FIRST,PILOT,PROTABLETS,4,1,103.625,33.107
2,254,127,-3,3,32,female,1,1,-3,F3,1,CH32,C2,D,SECOND,CLEANER,ANTITABLETS,3,1,60.359,20.498
1,255,128,-3,3,29,male,1,1,-2,F4,1,CH32,C2,D,FIRST,PILOT,PROTABLETS,4,2,80.842,16.442
2,256,128,-3,3,29,male,1,1,-2,F4,1,CH32,C2,D,SECOND,CLEANER,ANTITABLETS,3,2,50.677,12.733
1,257,129,1,3,30,female,1,1,-1,F1,2,CH33,C3,E,FIRST,PILOT,PROTABLETS,4,-3,176.638,47.872
2,258,129,1,3,30,female,1,1,-1,F1,5,CH33,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,92.225,59.405
1,259,130,1,3,37,female,1,1,1,F2,0,CH33,C3,E,FIRST,PILOT,PROTABLETS,4,2,185.656,28.998
2,260,130,1,3,37,female,1,1,1,F2,3,CH33,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,61.875,54.914
1,261,131,-1,3,19,female,1,1,-2,F3,0,CH33,C3,E,FIRST,PILOT,PROTABLETS,3,-2,154.489,35.518
2,262,131,-1,3,19,female,1,1,-2,F3,3,CH33,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,2,152.022,27.989
1,263,132,-3,3,29,female,1,1,-1,F4,0,CH33,C3,E,FIRST,PILOT,PROTABLETS,5,2,52.167,21.132
2,264,132,-3,3,29,female,1,1,-1,F4,3,CH33,C3,E,SECOND,EDUCATOR,ANTITABLETS,5,3,39.068,19.81
1,265,133,-1,3,30,male,1,1,-1,F1,6,CH34,C3,E,FIRST,PILOT,PROTABLETS,3,0,144.131,50.022
2,266,133,-1,3,30,male,1,1,-1,F1,6,CH34,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,2,143.932,44.565
1,267,134,0,2,23,female,1,1,0,F2,5,CH34,C3,E,FIRST,PILOT,PROTABLETS,2,0,102.733,27.161
2,268,134,0,2,23,female,1,1,0,F2,3,CH34,C3,E,SECOND,EDUCATOR,ANTITABLETS,3,2,123.519,178.355
1,269,135,-1,3,27,female,1,1,2,F3,2,CH34,C3,E,FIRST,PILOT,PROTABLETS,3,3,95.244,33.659
2,270,135,-1,3,27,female,1,1,2,F3,1,CH34,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,2,43.071,24.074
1,271,136,2,3,35,female,1,1,2,F4,2,CH34,C3,E,FIRST,PILOT,PROTABLETS,3,0,154.335,38.86
2,272,136,2,3,35,female,1,1,2,F4,1,CH34,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,151.839,35.806
1,273,137,1,2,35,female,1,1,1,F1,5,CH35,C3,E,FIRST,PILOT,PROTABLETS,4,1,84.161,32.691
2,274,137,1,2,35,female,1,1,1,F1,7,CH35,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,2,102.068,29.404
1,275,138,-2,2,54,male,1,1,-3,F2,1,CH35,C3,E,FIRST,PILOT,PROTABLETS,4,-2,139.364,32.349
2,276,138,-2,2,54,male,1,1,-3,F2,0,CH35,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,2,35.778,16.358
1,277,139,-1,3,26,male,1,1,-1,F3,1,CH35,C3,E,FIRST,PILOT,PROTABLETS,3,1,122.764,37.277
2,278,139,-1,3,26,male,1,1,-1,F3,0,CH35,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,58.142,30.78
1,279,140,-3,3,31,female,1,1,-3,F4,1,CH35,C3,E,FIRST,PILOT,PROTABLETS,5,2,49.501,23.421
2,280,140,-3,3,31,female,1,1,-3,F4,0,CH35,C3,E,SECOND,EDUCATOR,ANTITABLETS,5,3,20.404,13.063
1,281,141,1,3,21,male,1,1,1,F1,5,CH36,C3,E,FIRST,PILOT,PROTABLETS,3,-1,164.501,40.876
2,282,141,1,3,21,male,1,1,1,F1,7,CH36,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,139.58,40.129
1,283,142,-3,3,39,female,1,1,-2,F2,4,CH36,C3,E,FIRST,PILOT,PROTABLETS,4,-1,152.251,28.659
2,284,142,-3,3,39,female,1,1,-2,F2,6,CH36,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,153.321,34.637
1,285,143,-1,2,32,male,1,1,-3,F3,2,CH36,C3,E,FIRST,PILOT,PROTABLETS,2,1,172.62,27.631
2,286,143,-1,2,32,male,1,1,-3,F3,2,CH36,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,121.327,1764.866
1,287,144,-2,3,21,female,1,1,-2,F4,1,CH36,C3,E,FIRST,PILOT,PROTABLETS,3,1,44.831,21.243
2,288,144,-2,3,21,female,1,1,-2,F4,2,CH36,C3,E,SECOND,EDUCATOR,ANTITABLETS,4,3,41.016,16.446
1,289,145,-1,1,43,female,1,1,-2,F1,4,CH37,C3,E,FIRST,EDUCATOR,ANTITABLETS,4,3,187.522,42.358
2,290,145,-1,1,43,female,1,1,-2,F1,6,CH37,C3,E,SECOND,PILOT,PROTABLETS,5,-3,141.358,36.301
1,291,146,-2,3,56,male,1,1,-2,F2,3,CH37,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,3,161.471,32.008
2,292,146,-2,3,56,male,1,1,-2,F2,5,CH37,C3,E,SECOND,PILOT,PROTABLETS,3,0,151.697,36.779
1,293,147,0,3,30,female,1,1,-1,F3,3,CH37,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,2,152.352,34.055
2,294,147,0,3,30,female,1,1,-1,F3,4,CH37,C3,E,SECOND,PILOT,PROTABLETS,3,-2,100.879,20.083
1,295,148,-3,3,26,female,1,1,-2,F4,3,CH37,C3,E,FIRST,EDUCATOR,ANTITABLETS,4,2,78.272,19.088
2,296,148,-3,3,26,female,1,1,-2,F4,3,CH37,C3,E,SECOND,PILOT,PROTABLETS,4,2,65.908,19.453
1,297,149,-3,-1,29,female,1,1,0,F1,6,CH38,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,3,134.984,56.4
2,298,149,-3,-1,29,female,1,1,0,F1,5,CH38,C3,E,SECOND,PILOT,PROTABLETS,3,0,106.523,32.468
1,299,150,1,3,35,female,1,1,1,F2,4,CH38,C3,E,FIRST,EDUCATOR,ANTITABLETS,4,2,102.501,27.881
2,300,150,1,3,35,female,1,1,1,F2,4,CH38,C3,E,SECOND,PILOT,PROTABLETS,4,1,66.233,22.053
1,301,151,-1,3,20,female,1,1,0,F3,3,CH38,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,3,88.456,26.811
2,302,151,-1,3,20,female,1,1,0,F3,3,CH38,C3,E,SECOND,PILOT,PROTABLETS,3,1,50.678,16.231
1,303,152,1,2,36,female,1,1,2,F4,2,CH38,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,2,154.39,16.931
2,304,152,1,2,36,female,1,1,2,F4,3,CH38,C3,E,SECOND,PILOT,PROTABLETS,3,0,103.437,13.242
1,305,153,-2,3,61,male,1,1,-3,F1,5,CH39,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,3,151.183,41.96
2,306,153,-2,3,61,male,1,1,-3,F1,7,CH39,C3,E,SECOND,PILOT,PROTABLETS,3,-2,150.984,28.822
1,307,154,3,3,38,male,1,1,3,F2,3,CH39,C3,E,FIRST,EDUCATOR,ANTITABLETS,4,2,153.583,21.3
2,308,154,3,3,38,male,1,1,3,F2,4,CH39,C3,E,SECOND,PILOT,PROTABLETS,3,-3,168.573,31.987
1,309,155,-2,2,41,female,1,1,-2,F3,2,CH39,C3,E,FIRST,EDUCATOR,ANTITABLETS,4,3,40.856,16.699
2,310,155,-2,2,41,female,1,1,-2,F3,3,CH39,C3,E,SECOND,PILOT,PROTABLETS,2,1,28.581,22.735
1,311,156,-2,3,27,female,1,1,-1,F4,2,CH39,C3,E,FIRST,EDUCATOR,ANTITABLETS,4,3,54.844,15.138
2,312,156,-2,3,27,female,1,1,-1,F4,3,CH39,C3,E,SECOND,PILOT,PROTABLETS,3,-1,37.683,23.019
1,313,157,-3,1,38,male,1,1,-2,F1,4,CH40,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,3,128.46,24.529
2,314,157,-3,1,38,male,1,1,-2,F1,2,CH40,C3,E,SECOND,PILOT,PROTABLETS,3,1,90.479,38.5
1,315,158,-3,2,50,female,1,1,-3,F2,3,CH40,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,3,90.76,20.367
2,316,158,-3,2,50,female,1,1,-3,F2,1,CH40,C3,E,SECOND,PILOT,PROTABLETS,3,0,73.834,13.418
1,317,159,-1,3,33,female,1,1,-1,F3,2,CH40,C3,E,FIRST,EDUCATOR,ANTITABLETS,3,-2,80.695,74.292
2,318,159,-1,3,33,female,1,1,-1,F3,1,CH40,C3,E,SECOND,PILOT,PROTABLETS,3,2,28.796,10.854
1,319,160,0,2,40,female,1,1,-1,F4,1,CH40,C3,E,FIRST,EDUCATOR,ANTITABLETS,4,3,93.433,40.392
2,320,160,0,2,40,female,1,1,-1,F4,1,CH40,C3,E,SECOND,PILOT,PROTABLETS,3,1,94.58,18.824
1,321,161,0,3,33,female,1,1,1,F1,6,CH41,C3,F,FIRST,PILOT,ANTITABLETS,3,-1,167.044,119.841
2,322,161,0,3,33,female,1,1,1,F1,3,CH41,C3,F,SECOND,EDUCATOR,PROTABLETS,4,3,300.007,55.077
1,323,162,-2,3,38,female,1,1,-2,F2,4,CH41,C3,F,FIRST,PILOT,ANTITABLETS,3,-1,165.224,33.112
2,324,162,-2,3,38,female,1,1,-2,F2,2,CH41,C3,F,SECOND,EDUCATOR,PROTABLETS,4,2,153.736,19.093
1,325,163,-2,3,31,female,1,1,-2,F3,3,CH41,C3,F,FIRST,PILOT,ANTITABLETS,3,0,141.522,62.416
2,326,163,-2,3,31,female,1,1,-2,F3,1,CH41,C3,F,SECOND,EDUCATOR,PROTABLETS,3,3,149.403,31.466
1,327,164,-3,2,22,female,1,1,-1,F4,2,CH41,C3,F,FIRST,PILOT,ANTITABLETS,3,1,49.442,21.762
2,328,164,-3,2,22,female,1,1,-1,F4,0,CH41,C3,F,SECOND,EDUCATOR,PROTABLETS,4,2,32.284,15.71
1,329,165,-1,2,42,female,1,1,-1,F1,6,CH42,C3,F,FIRST,PILOT,ANTITABLETS,4,1,96.491,38.774
2,330,165,-1,2,42,female,1,1,-1,F1,4,CH42,C3,F,SECOND,EDUCATOR,PROTABLETS,4,1,90.957,29.896
1,331,166,1,2,50,male,1,1,2,F2,2,CH42,C3,F,FIRST,PILOT,ANTITABLETS,3,1,113.767,26.43
2,332,166,1,2,50,male,1,1,2,F2,1,CH42,C3,F,SECOND,EDUCATOR,PROTABLETS,4,3,46.809,92.826
1,333,167,-1,3,46,male,1,1,-1,F3,2,CH42,C3,F,FIRST,PILOT,ANTITABLETS,4,2,174.958,15.364
2,334,167,-1,3,46,male,1,1,-1,F3,1,CH42,C3,F,SECOND,EDUCATOR,PROTABLETS,4,3,38.792,10.949
1,335,168,0,2,46,male,1,1,3,F4,0,CH42,C3,F,FIRST,PILOT,ANTITABLETS,3,0,132.809,36.091
2,336,168,0,2,46,male,1,1,3,F4,0,CH42,C3,F,SECOND,EDUCATOR,PROTABLETS,4,0,51.66,11.491
1,337,169,-1,1,58,female,1,1,-1,F1,5,CH43,C3,F,FIRST,PILOT,ANTITABLETS,3,-2,128.246,55.869
2,338,169,-1,1,58,female,1,1,-1,F1,7,CH43,C3,F,SECOND,EDUCATOR,PROTABLETS,4,3,149.201,42.945
1,339,170,-2,3,53,female,1,1,-2,F2,6,CH43,C3,F,FIRST,PILOT,ANTITABLETS,4,3,251.901,65.531
2,340,170,-2,3,53,female,1,1,-2,F2,5,CH43,C3,F,SECOND,EDUCATOR,PROTABLETS,4,3,187.8,57.986
1,341,171,-3,3,51,female,1,1,-3,F3,5,CH43,C3,F,FIRST,PILOT,ANTITABLETS,3,3,257.465,100.647
2,342,171,-3,3,51,female,1,1,-3,F3,3,CH43,C3,F,SECOND,EDUCATOR,PROTABLETS,4,3,252.143,70.325
1,343,172,-1,3,37,female,1,1,1,F4,4,CH43,C3,F,FIRST,PILOT,ANTITABLETS,3,1,109.194,19.83
2,344,172,-1,3,37,female,1,1,1,F4,2,CH43,C3,F,SECOND,EDUCATOR,PROTABLETS,3,2,79.366,16.511
1,345,173,0,3,38,male,1,1,0,F1,1,CH44,C3,F,FIRST,PILOT,ANTITABLETS,2,0,151.103,32.458
2,346,173,0,3,38,male,1,1,0,F1,2,CH44,C3,F,SECOND,EDUCATOR,PROTABLETS,3,1,108.039,38.267
1,347,174,2,3,51,male,1,1,2,F2,1,CH44,C3,F,FIRST,PILOT,ANTITABLETS,3,-1,43.209,24.153
2,348,174,2,3,51,male,1,1,2,F2,2,CH44,C3,F,SECOND,EDUCATOR,PROTABLETS,3,3,42.551,12.181
1,349,175,0,1,59,male,1,1,2,F3,1,CH44,C3,F,FIRST,PILOT,ANTITABLETS,3,2,84.264,23.74
2,350,175,0,1,59,male,1,1,2,F3,1,CH44,C3,F,SECOND,EDUCATOR,PROTABLETS,3,2,42.965,15.44
1,351,176,-3,3,46,female,1,1,-3,F4,1,CH44,C3,F,FIRST,PILOT,ANTITABLETS,4,2,108.146,37.263
2,352,176,-3,3,46,female,1,1,-3,F4,1,CH44,C3,F,SECOND,EDUCATOR,PROTABLETS,4,2,45.465,33.375
1,353,177,-3,3,24,female,1,1,0,F1,7,CH45,C3,F,FIRST,EDUCATOR,PROTABLETS,3,3,151.418,48.882
2,354,177,-3,3,24,female,1,1,0,F1,7,CH45,C3,F,SECOND,PILOT,ANTITABLETS,3,0,130.547,25.897
1,355,178,-3,3,47,female,1,1,-1,F2,3,CH45,C3,F,FIRST,EDUCATOR,PROTABLETS,4,2,78.864,20.154
2,356,178,-3,3,47,female,1,1,-1,F2,4,CH45,C3,F,SECOND,PILOT,ANTITABLETS,3,-1,83.281,18.123
1,357,179,-3,3,41,female,1,1,-3,F3,3,CH45,C3,F,FIRST,EDUCATOR,PROTABLETS,4,3,161.122,104.082
2,358,179,-3,3,41,female,1,1,-3,F3,4,CH45,C3,F,SECOND,PILOT,ANTITABLETS,3,1,152.392,71.037
1,359,180,-1,3,33,female,1,1,1,F4,3,CH45,C3,F,FIRST,EDUCATOR,PROTABLETS,3,2,103.977,22.434
2,360,180,-1,3,33,female,1,1,1,F4,2,CH45,C3,F,SECOND,PILOT,ANTITABLETS,2,-2,122.856,22.432
1,361,181,-2,2,26,female,1,1,-2,F1,4,CH46,C3,F,FIRST,EDUCATOR,PROTABLETS,3,2,145.092,28.511
2,362,181,-2,2,26,female,1,1,-2,F1,5,CH46,C3,F,SECOND,PILOT,ANTITABLETS,4,3,88.282,20.328
1,363,182,-2,2,53,female,1,1,-3,F2,2,CH46,C3,F,FIRST,EDUCATOR,PROTABLETS,4,2,186.041,80.66
2,364,182,-2,2,53,female,1,1,-3,F2,3,CH46,C3,F,SECOND,PILOT,ANTITABLETS,4,-1,163.223,50.948
1,365,183,-3,3,54,female,1,1,1,F3,1,CH46,C3,F,FIRST,EDUCATOR,PROTABLETS,4,3,154.258,24.79
2,366,183,-3,3,54,female,1,1,1,F3,3,CH46,C3,F,SECOND,PILOT,ANTITABLETS,3,0,220.349,54.003
1,367,184,-3,3,44,female,1,1,-3,F4,1,CH46,C3,F,FIRST,EDUCATOR,PROTABLETS,4,2,145.966,90.812
2,368,184,-3,3,44,female,1,1,-3,F4,3,CH46,C3,F,SECOND,PILOT,ANTITABLETS,4,-2,158.605,58.559
1,369,185,0,3,27,female,1,1,-1,F1,8,CH47,C3,F,FIRST,EDUCATOR,PROTABLETS,4,2,140.892,33.354
2,370,185,0,3,27,female,1,1,-1,F1,5,CH47,C3,F,SECOND,PILOT,ANTITABLETS,4,0,133.771,26.608
1,371,186,1,3,27,female,1,1,2,F2,3,CH47,C3,F,FIRST,EDUCATOR,PROTABLETS,5,3,108.198,44.45
2,372,186,1,3,27,female,1,1,2,F2,5,CH47,C3,F,SECOND,PILOT,ANTITABLETS,4,1,54.865,31.195
1,373,187,-2,3,47,female,1,1,2,F3,2,CH47,C3,F,FIRST,EDUCATOR,PROTABLETS,4,3,51.69,15.875
2,374,187,-2,3,47,female,1,1,2,F3,3,CH47,C3,F,SECOND,PILOT,ANTITABLETS,3,1,39.108,14.972
1,375,188,-3,3,32,male,1,1,-2,F4,2,CH47,C3,F,FIRST,EDUCATOR,PROTABLETS,3,2,103.91,24.829
2,376,188,-3,3,32,male,1,1,-2,F4,2,CH47,C3,F,SECOND,PILOT,ANTITABLETS,4,2,151.669,22.872
1,377,189,1,3,24,female,1,1,-1,F1,6,CH48,C3,F,FIRST,EDUCATOR,PROTABLETS,4,1,300.222,51.749
2,378,189,1,3,24,female,1,1,-1,F1,5,CH48,C3,F,SECOND,PILOT,ANTITABLETS,4,1,300.133,54.883
1,379,190,-2,2,28,female,1,1,-2,F2,1,CH48,C3,F,FIRST,EDUCATOR,PROTABLETS,3,2,62.638,24.248
2,380,190,-2,2,28,female,1,1,-2,F2,3,CH48,C3,F,SECOND,PILOT,ANTITABLETS,3,0,68.001,19.119
1,381,191,1,2,22,male,1,1,2,F3,2,CH48,C3,F,FIRST,EDUCATOR,PROTABLETS,4,2,153.012,21.109
2,382,191,1,2,22,male,1,1,2,F3,3,CH48,C3,F,SECOND,PILOT,ANTITABLETS,3,-1,92.696,33.859
1,383,192,-1,3,31,male,1,1,1,F4,2,CH48,C3,F,FIRST,EDUCATOR,PROTABLETS,4,3,197.776,29.064
2,384,192,-1,3,31,male,1,1,1,F4,3,CH48,C3,F,SECOND,PILOT,ANTITABLETS,3,-1,159.26,25.943
